33.66,262
33.68,275
33.7,298
33.72,268
33.74,257
33.76,251
33.78,273
33.8,273
33.82,275
33.84,272
33.86,265
33.88,271
33.9,257
33.92,264
33.94,257
33.96,286
33.98,305
34.0,281
33.9,256
33.92,298
33.94,262
33.96,299
33.98,305
34.0,289
34.02,303
34.04,289
34.06,291
34.08,303
34.1,261
34.12,319
34.14,331
34.16,295
34.18,332
34.2,312
34.22,305
34.24,305
34.26,346
34.28,328
34.3,354
34.32,343
34.34,388
34.36,337
34.38,363
34.4,362
34.42,340
34.44,367
34.46,399
34.48,368
34.5,398
34.52,414
34.54,368
34.56,389
34.58,382
34.6,453
34.62,388
34.64,423
34.66,394
34.68,415
34.7,437
34.72,464
34.74,460
34.76,441
34.78,466
34.8,486
34.82,476
34.84,467
34.86,514
34.88,487
34.9,473
34.92,472
34.94,471
34.96,482
34.98,522
35.0,468
35.02,537
35.04,579
35.06,559
35.08,554
35.1,577
35.12,553
35.14,545
35.16,533
35.18,560
35.2,564
35.22,612
35.24,542
35.26,559
35.28,597
35.3,583
35.32,539
35.34,540
35.36,563
35.38,616
35.4,597
35.42,559
35.44,538
35.46,547
35.48,538
35.5,555
35.52,550
35.54,568
35.56,560
35.58,515
35.6,514
35.62,547
35.64,536
35.66,484
35.68,505
35.7,445
35.72,480
35.74,449
35.76,516
35.78,460
35.8,445
35.82,446
35.84,370
35.86,418
35.88,408
35.9,387
35.92,384
35.94,364
35.96,364
35.98,390
36.0,348
35.9,398
35.92,409
35.94,364
35.96,332
35.98,359
36.0,335
36.02,361
36.04,331
36.06,354
36.08,331
36.1,320
36.12,323
36.14,324
36.16,295
36.18,317
36.2,328
36.22,311
36.24,337
36.26,361
36.28,339
36.3,275
36.32,353
36.34,344
36.36,340
36.38,375
36.4,381
36.42,380
36.44,489
36.46,407
36.48,445
36.5,469
36.52,477
36.54,482
36.56,519
36.58,571
36.6,592
36.62,619
36.64,630
36.66,662
36.68,656
36.7,766
36.72,736
36.74,779
36.76,800
36.78,761
36.8,826
36.82,809
36.84,880
36.86,828
36.88,851
36.9,866
36.92,859
36.94,843
36.96,893
36.98,875
37.0,896
37.02,801
37.04,863
37.06,786
37.08,733
37.1,863
37.12,779
37.14,743
37.16,764
37.18,714
37.2,702
37.22,682
37.24,618
37.26,645
37.28,592
37.3,589
37.32,533
37.34,539
37.36,499
37.38,493
37.4,421
37.42,451
37.44,393
37.46,385
37.48,375
37.5,299
37.52,352
37.54,321
37.56,300
37.58,317
37.6,297
37.62,266
37.64,249
37.66,250
37.68,220
37.7,253
37.72,228
37.74,238
37.76,237
37.78,246
37.8,244
37.82,198
37.84,216
37.86,186
37.88,197
37.9,204
37.92,191
37.94,206
37.96,194
37.98,209
38.0,188
38.02,217
38.04,203
38.06,198
38.08,220
38.1,182
38.12,168
38.14,181
38.16,209
38.18,193
38.2,194
38.22,167
38.24,185
38.26,167
38.28,156
38.3,195
38.32,189
38.34,162
38.36,160
38.38,172
38.4,191
38.42,175
38.44,171
38.46,160
38.48,163
38.5,154
38.52,163
38.54,164
38.56,160
38.58,154
38.6,145
38.62,167
38.64,174
38.66,168
38.68,174
38.7,178
38.72,155
38.74,159
38.76,170
38.78,179
38.8,171
38.82,166
38.84,180
38.86,180
38.88,166
38.9,144
38.92,173
38.94,170
38.96,166
38.98,169
39.0,169
