  Measurement Number     Measurement type
                 124            NewRelaib

      Measurement ID                 Mode
       739694.760660                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                  -3              0.00101                  3.5              0.00101

           Rise time            Fall Time           Separation
       610   812.4385  4139.6588
       620   802.1713   3923.735
       630   839.6843  3669.2797
       640   783.4426  3094.5123
       650   799.8651  3767.1646
       660   846.3047  3997.3207
       670   851.2817  3364.0027
       680   820.3434  4259.3341
       690   840.3192    4263.79
       700   874.1082  4093.3292
       710   840.7044  3924.1898
       720   823.5615  3365.9751
       730   848.1114  3913.4904
       740    808.699   4181.763
       750   772.8307  3428.4677
       760   844.8704  3065.1188
       770   818.3991  4578.8772
       780   835.5607   4407.511
       790   812.8574  4730.9142
       800   957.6846   4620.079
       810   809.4913  5001.2834
       820   801.1263  4387.7143
       830   806.2851  5595.1949
       840   793.7445  4749.2638
       850   864.6812  5456.8721
       860   766.7315  5114.5976
       870   750.9609  5280.2832
       880    760.174  5091.7014
       890   759.4757  5007.1266
       900   769.2171  4976.0335
       910   813.8425  5346.8083
       920   799.6378  4857.1836
       930   810.9007  5178.0457
       940   809.4349  4604.0767
       950   801.4949  4693.2101
       960   752.3753  4819.5122
       970   743.4231  5153.6416
       980   735.4822  5168.5079
       990    774.849  4988.2595
      1000   770.9644  5297.3736
      1010   774.6074  4784.1365
      1020   764.3319  4690.5199
      1030   813.3522  4787.6864
      1040   774.4914  5495.0133
      1050   798.5888  5304.2865
      1060   811.8604  5489.5834
      1070    844.578  5786.5959
      1080   855.3185  5872.3984
      1090    747.331  5652.8173
      1100   796.1675  5374.6526
      1110   941.0656   4809.766
      1120   885.7847  5319.0922
      1130    812.673   5296.521
      1140   834.3627  4936.5812
      1150   858.9924  6199.3059
      1160   855.5894  6040.2352
      1170   789.6522  5668.1182
      1180   878.7277  6216.6958
      1190   875.0388  5783.6582
      1200   954.1811  5755.6854
      1210   914.5012  5465.3536
      1220   860.2213  5979.4949
      1230   906.3539  4789.5079
      1240    896.724  5264.7384
      1250   901.8084  5050.7128
      1260   940.4938  4775.7865
      1270   997.5789  4735.1258
      1280   975.6709  4722.3789
      1290  1003.0901  4623.0771
      1300  1039.1235  4540.6876
      1310   958.4385  4955.7688
      1320   983.6715  4967.7173
      1330   954.5294  5064.2395
      1340    950.491  4506.6685
      1350   929.2149  4003.4321
      1360    919.873  4769.3776
      1370   808.2704  4667.9486
      1380   858.1338  4487.7833
      1390   814.7586  3836.1401
      1400   797.9808  4410.0714
      1410   909.8967  4529.8425
      1420   872.2317  4341.5699
      1430   939.4177  4667.0097
      1440   918.8491  3904.7768
      1450   786.9987   4322.148
      1460   797.6232  4249.4897
      1470   796.9528  4110.4909
      1480    817.234  4401.6617
      1490   780.7079  3848.1118
      1500   962.2705  4486.7094
      1510   956.2596  4175.7763
      1520   835.9188  4326.0107
      1530   884.5011  4856.2086
      1540   988.9485   4288.649
      1550   896.6646  4274.7187
      1560   898.3358  4078.2267
      1570   906.3297  4320.3299
      1580   851.0361  4147.6152
      1590   797.7329  4300.7724
      1600   801.0236  4092.7129
      1610   795.6895  4028.9224
      1620   754.7321   4951.644
      1630   781.4119  5047.2955
      1640   747.7896  4516.2008
      1650   855.9646  4552.4047
      1660   793.8914  4535.3812
      1670   838.3494  4562.2445
      1680     854.51  4685.5738
      1690   858.3207  4402.8323
      1700   814.6347  4096.8236
      1710   813.6814  5096.9285
      1720   790.0106    4539.79
      1730   828.9802  4750.9752
      1740   809.9309  4821.4886
      1750   847.0869  4611.6701
      1760   868.6818  4738.4968
      1770   933.4278  4518.3915
      1780    859.543   5935.434
      1790   949.9433  5207.9972
      1800   886.3379  4943.1901
      1810   906.8549  4709.0212
      1820   880.8574  5597.8992
      1830   758.8165  5471.0584
      1840   834.8214  5354.2236
      1850   818.0933  4321.6718
      1860   815.8835  5763.2593
      1870   812.7797  5068.6613
      1880   839.8832  5689.9339
      1890   809.6474  5645.8005
      1900   792.5238  4450.1523
      1910   877.8756  5021.8463
      1920   845.3089   5225.985
      1930   803.0811  4949.5393
      1940   938.6723  5150.2692
      1950   914.7874   4946.418
      1960  1000.9191  4076.4304
      1970   957.5292  4511.0301
      1980   928.3103  4633.9966
      1990   898.7831  4756.9197
      2000   864.1347  4062.3443
      2010    912.651  4523.3616
      2020   944.2564   5021.648
      2030   908.5985  4724.3936
      2040   885.1414  3134.4303
      2050   870.1855  5565.2534
      2060   942.3633  5100.8812
      2070   878.6903   4767.959
      2080   882.5138   4882.238
      2090   889.0021  3413.0668
      2100   861.5795  4725.8696
      2110     884.03  4644.3253
      2120   863.4048   4863.932
      2130   825.8263  4951.8632
      2140   848.1808  4530.9847
      2150   840.5634  4412.9166
      2160   839.1631  5097.2759
      2170   792.2082  5549.5196
      2180   770.9141  5363.9848
      2190   773.7054     5450.9
      2200   823.3011  5176.8773
      2210   852.7655   5068.551
      2220   735.2743  5201.7851
      2230   850.6196  4903.0051
      2240      844.3  4345.2335
      2250   793.3119  4846.3947
      2260   728.8699  5202.4049
      2270   785.6073  4433.4602
      2280   836.6695  5295.0904
      2290   834.1186  4943.8404
      2300   846.8299  5953.8992
      2310    785.174  5478.8861
      2320   821.6122  4368.7542
      2330    837.447   4725.073
      2340   846.6313  4383.4363
      2350   827.2822   3902.019
      2360   838.6032  4185.1457
      2370   800.5319   4561.786
      2380   816.0444  4547.7864
      2390   841.6448  4776.0743
      2400    787.217  4507.8193
      2410   785.2423  4819.5039
      2420   763.7667  5099.0907
      2430    809.105  4819.0868
      2440   793.6799  4583.3552
      2450     797.66  4497.2306
      2460   782.6701  4911.7842
      2470    805.409  5124.8359
      2480   874.1963  4868.4849
      2490   892.2773  4593.5343
      2500   871.7375  5043.3011
      2510   826.8866   4417.282
      2520   782.3406  4914.2905
      2530   861.0356  4845.9712
      2540   910.1562   4542.129
      2550   831.9876  4761.5155
      2560   758.6355  4575.2067
      2570   768.3563  4746.4696
      2580   959.7895  5864.1708
      2590   733.6263  5768.8371
      2600   939.6274  4989.4588
      2610  1006.6482  4929.0377
      2620   915.6477  4268.0822
      2630   964.6417  4659.7699
      2640   988.6433  5423.9615
      2650   970.5463   5173.349
      2660   982.5523  5702.9451
      2670   969.4336  5956.1077
      2680   933.0275  4884.7911
      2690     939.35  5176.3864
      2700   941.2288  4843.0017
      2710   910.8064  5109.3819
      2720     979.46  4840.8724
      2730   909.1495  5007.3248
      2740   954.2727   5074.444
      2750    854.503  5362.3874
      2760   909.3221   5163.851
      2770   921.3139  5574.1611
      2780   890.6195  5465.0783
      2790   897.8486   5285.446
      2800   878.0335  5748.6978
      2810   927.6453  6418.5959
      2820   927.4622  5609.9858
      2830    894.171  5533.9632
      2840   887.4004  4953.7812
      2850   994.5216  4629.3913
      2860   1012.519   4873.118
      2870   985.9325  4865.1399
      2880   972.8298  5999.1196
      2890   991.4059  4597.7754
      2900   938.0021  5105.3307
      2910   950.0505  4812.9261
      2920   932.2805  4796.0512
      2930   974.0005  5356.8939
      2940   963.4959   5467.357
      2950   952.2364  5339.6992
      2960   876.2148  5627.0921
      2970   923.7014  5693.6133
      2980   978.0588  4981.3039
      2990   936.0765  3836.0418
      3000    791.475  5309.3592
      3010    746.418  4827.4772
      3020   690.9503  5588.4132
      3030   774.1274  5560.1316
      3040   843.3601  5623.6062
      3050   856.3079  4663.7625
      3060   837.4657  5880.0502
      3070    786.817   6087.303
      3080   826.0287  5652.9413
      3090   864.4538  5724.3946
      3100   872.8239  5498.9235
      3110   863.9274  5452.1108
      3120   796.0646  5149.6436
      3130   807.6944  5890.5693
      3140   813.0029  5782.8866
      3150   809.2593  6067.7523
      3160   839.7945   5718.321
      3170   851.0566   5229.098
      3180   854.1924  4634.6879
      3190    836.427   4510.637
      3200   806.4619  5407.1032
      3210   735.6746  5546.1421
      3220   774.1014  4665.9851
      3230   788.0388  4900.2221
      3240   798.5807  4294.5629
      3250   793.9547  4722.0482
      3260   818.6966  3341.4809
      3270   788.5053  5225.9565
      3280   800.1707  4916.6833
      3290   799.1301  4681.6625
      3300   830.5797   5772.622
      3310   796.0176  5619.2139
      3320    863.075  4874.3257
      3330   838.6549  4343.4454
      3340   846.9001  5030.6135
      3350   847.5413  4507.9417
      3360   874.3544  4630.4026
      3370    859.153  5071.6302
      3380   838.8551  4260.3743
      3390   840.5432  3557.5218
      3400   845.8572  5132.4279
      3410   881.1999  4379.5899
      3420   845.9781  4338.8416
      3430   867.6763  4746.1776
      3440   845.9403  4722.8262
      3450   875.1631  4814.1129
      3460   901.9144   4366.922
      3470   884.3295  4667.0181
      3480   875.2699  4442.7179
      3490   871.4095  4742.8379
      3500   887.3011  5602.7562
      3510   884.5736  4468.1942
      3520   902.7182   4435.153
      3530   902.7627  4934.7635
      3540   898.9229  4894.9017
      3550   922.0325  5317.4086
      3560   903.0727  4778.3407
      3570    916.425  5148.5851
      3580   922.3851   5385.688
      3590   934.0418  5774.9153
      3600   905.8409  3135.5375
      3610   796.6046  4912.6349
      3620   934.2931  4518.5068
      3630  1054.7603  4530.0707
      3640  1137.8325  4799.4573
      3650  1121.4033  4470.1622
      3660   1074.837  4800.9431
      3670  1106.7537  4023.6204
      3680  1115.3477  3996.0496
      3690  1052.0003  4436.5769
      3700   955.2149  3820.2267
      3710  1014.0349  3986.3442
      3720  1056.1692  3907.1624
      3730  1018.4714  5066.0888
      3740    978.473  4422.1009
      3750     995.22  4742.5158
      3760  1017.2694  4719.5174
      3770  1024.4427  4015.8897
      3780  1086.3102  4435.8936
      3790  1068.3783  4108.0635
      3800  1035.0814  4879.3054
      3810  1026.6184  4179.3296
      3820   967.4361  4074.1323
      3830   938.1568  3961.5207
      3840   930.8405  4105.7393
      3850   985.8695  4168.4467
      3860  1037.4138  4348.0565
      3870   986.2254  3873.0799
      3880   983.4937   4018.811
      3890   972.5729  4885.2647
      3900   994.5125  4009.8259
      3910   878.5183  5328.1378
      3920   886.9636  4275.2086
      3930   938.0701  4714.5844
      3940   915.0761  4550.7344
      3950   873.2393   4362.715




