  Measurement Number     Measurement type
                 128            NewRelaib

      Measurement ID                 Mode
       739694.762211                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -3.5             0.000101                    4             0.000101

           Rise time            Fall Time           Separation
     16110   523.6593  4679.3718
     16210   554.7408  3056.8089
     16310   536.7772  3836.1189
     16410   561.4937  3934.4558
     16510   582.2916  4032.6213
     16610   576.1303  5037.8015
     16710   534.6138  4069.2737
     16810    578.758   3721.123
     16910   580.5927  3847.0634
     17010   583.6172  3766.4716
     17110   581.2234  4195.0276
     17210   576.4603  4375.8827
     17310   591.9446  4009.1857
     17410   621.7982   3506.007
     17510   641.2647  4393.7261
     17610   568.1957  4090.9909
     17710   532.0261  3966.0559
     17810    573.584  3876.4084
     17910    590.081   4066.742
     18010   612.9405  4203.6035
     18110   607.4147  3274.8173
     18210   637.7037  3385.9842
     18310   661.6108  3427.0416
     18410   652.7543   3629.526
     18510   652.5067  3113.7271
     18610   641.4367  3405.3441
     18710   704.9657   3881.949
     18810   690.3791  3380.0081
     18910   664.5356  3305.8218
     19010   614.4267  3236.9155
     19110    671.333  3244.1956
     19210   709.5314  3464.4727
     19310   687.2617  3836.4118
     19410   692.4511  2321.3938
     19510   637.8603  3103.8357
     19610   630.6344  2588.4171
     19710    619.223  2655.0323
     19810   624.1307  3181.7937
     19910   617.1054  2833.9856
     20010   604.3538  3023.2799
     20110   677.6313  2979.6497
     20210   657.9559  2849.2893
     20310    681.869  2844.0894
     20410    599.665  2986.7358
     20510   689.2717  2579.4863
     20610   686.2149  2898.0142
     20710   719.2028  3067.1312
     20810   728.6938  2735.6255
     20910   665.0861  2540.8917
     21010   595.3035  3404.9493
     21110   589.0917  3237.5131
     21210   683.1261  3331.2182
     21310   687.6666  2936.6699
     21410   670.4401  3412.5504
     21510   718.9083   3138.951
     21610     703.62  2760.0953
     21710   632.8572  2889.2884
     21810   668.4065  2874.5973
     21910    653.871  3221.6984
     22010   689.2578  2924.6797
     22110   689.3363  2642.5316
     22210   629.4363   2768.505
     22310   680.9864  2946.9947
     22410   675.2033  2756.2413
     22510   701.3952  2802.5321
     22610   673.8072  2740.2552
     22710    690.598  2638.5528
     22810    710.532  2473.7249
     22910   661.8013  2603.1166
     23010    711.599  2634.6084
     23110   681.3867  2680.0536
     23210   643.0814  3364.9889
     23310   632.6379  2944.7647
     23410   608.6174  3363.7997
     23510   655.4291  3215.8314
     23610   657.6863   2951.749
     23710   698.6765  3369.5036
     23810   688.9114  3106.9421
     23910   680.7623  3112.0002
     24010   667.9133  3562.5198
     24110   673.7186  3518.6258
     24210    682.751    2893.91
     24310   703.3446  2927.4904
     24410    707.246   3036.559
     24510   651.7193  3002.1288
     24610   574.4419   2944.116
     24710   647.9061  3395.1228
     24810   661.1465  3578.4307
     24910   714.8968  3174.8587
     25010   574.8897  3243.3728
     25110   591.3298  3853.0423
     25210   587.7558  3328.4172
     25310   651.1843  3292.9022
     25410   626.9971  3287.2693
     25510   648.9147  3396.1664
     25610   691.5037   3431.929
     25710   651.2528  3660.4047
     25810   632.6714  3099.7434
     25910   661.7459  3854.8133
     26010   602.4937  3333.9814
     26110   616.4872  3568.7957
     26210   622.3659  3379.6253
     26310   597.7083  3888.2387
     26410   613.5622  4036.5848
     26510   632.0582  3930.7247
     26610   590.1269  4193.3812
     26710   578.1942  4135.4941
     26810   585.6747  3420.3313
     26910    597.618   3681.395
     27010   551.8849  3218.6954
     27110   511.9419  3530.8121
     27210   616.7548  2786.2736
     27310   564.9924  2928.4213
     27410   546.5324  3482.3038
     27510    539.615  3208.3146
     27610   558.7483   2897.799
     27710   580.3113  3146.5066
     27810   579.6134  3115.3553
     27910   563.2842  2629.4999
     28010   562.5708  3100.7749
     28110   559.6881  3333.9473
     28210   608.9577  2840.2729
     28310   589.7527  2805.0543
     28410   606.7406  2688.5538
     28510   611.1279  2560.2901
     28610   630.2437   2492.266
     28710   635.0206  2597.6302
     28810   632.3378  2308.1111
     28910   629.5532  2562.5974
     29010   625.7535  2649.8446
     29110   619.8339  2921.6914
     29210   657.6755  3036.7308
     29310   637.6305  2646.0535
     29410   650.5435  2570.8882
     29510   665.4984  2065.3106
     29610    666.967  2105.9213
     29710    675.058  2288.1217
     29810   652.3587  2236.1994
     29910   675.8291  2106.6908
     30010   651.4277  2115.4167
     30110   627.9948  2198.0145
     30210   628.6928   2099.264
     30310   647.4402  2161.1916
     30410   647.6225  2536.1787
     30510   647.1203  2095.1341
     30610     633.89  2175.3786
     30710   646.5201  2246.1686
     30810   669.1429  2025.8141
     30910   669.2114  2184.2848
     31010   631.5166  2007.8196
     31110    657.271  1938.4844
     31210   688.1695  2053.1274
     31310   622.0109   2182.388
     31410   669.6675  2222.3527
     31510   639.5709  2285.2074
     31610   652.8049  2104.0998
     31710   639.9057  2186.9935
     31810   625.5466  2122.0179
     31910   597.9958  2213.7428
     32010   600.6857   2234.222
     32110   673.2261  2138.2484
     32210   668.5011  1838.8538
     32310   655.5727  1890.1957
     32410   675.5174   1614.222
     32510   657.4418  1619.6184
     32610   680.0448  1518.6943
     32710   653.2639  1608.4966
     32810   674.4227  1644.6854
     32910   691.0178  1571.7477
     33010   660.5278  1492.8356
     33110   709.0624  1585.4769
     33210    688.977  1455.6242
     33310   685.6825  1632.0922
     33410     712.58  1504.2197
     33510   680.1887  1528.4922
     33610   715.9475  1423.2574
     33710   699.6735  1437.2037
     33810   750.4115  1453.9569
     33910   738.8471  1481.4183
     34010    710.951  1536.9869
     34110    723.389  1393.9392
     34210   764.8398  1509.6494
     34310   765.1874  1432.8588
     34410   759.0897   1558.475
     34510   793.1584  1570.7573
     34610    805.289  1319.7184
     34710    800.727  1326.2721
     34810   590.9446   702.2793
     34910   585.6897   702.2027
     35010   582.5448   650.1083
     35110   588.7341   659.5733
     35210   784.1176   684.7672
     35310   704.5889  1506.6309
     35410    733.038  1551.0525
     35510   706.0584  1685.0955
     35610   748.2725  1551.1596
     35710   743.9372  1551.8282
     35810   738.2909  1391.7864
     35910   644.2032  1668.6885
     36010   700.1609  1360.4719
     36110   726.6974  1426.7957
     36210    768.007  1349.3896
     36310   673.0967  1595.1114
     36410   688.2139  1616.0744
     36510    651.748  1339.3414
     36610    681.961  1289.8242
     36710   631.8149  1445.4359
     36810   696.2697  1491.3303
     36910   700.5015  1385.9438
     37010   674.7189  1509.3554
     37110   690.6064  1533.7393
     37210    716.712  1521.9405
     37310   725.0158  1477.3634
     37410   725.6433  1338.9549
     37510   750.0413  1396.6139
     37610   774.9447  1340.0673
     37710   810.6816   1231.535
     37810   753.7174  1251.4833
     37910   771.3691  1337.3902
     38010   771.4172   1287.341
     38110   760.1937  1013.8302
     38210   714.8984  1043.1277
     38310   740.3824   1080.312
     38410   858.4463  1147.6653
     38510   778.7219  1100.1305
     38610   799.6463  1101.0094
     38710   750.2365  1153.2904
     38810   714.9509  1189.0866
     38910   714.4843  1145.9668
     39010   710.6931  1073.4725
     39110   707.4579  1174.7271
     39210   725.6061  1142.0281
     39310   738.8118  1085.9041
     39410   795.5575  1083.6272
     39510   744.0489  1052.3501
     39610   736.8532  1060.3387
     39710   715.8361  1080.4728
     39810   755.7998  1084.9894
     39910   709.3767  1249.2893
     40010   734.1597   1160.189
     40110   719.3572  1171.0243
     40210   698.1907  1203.1434
     40310   718.6719  1191.4151
     40410   738.4494  1348.3562
     40510   689.1601  1277.2138
     40610   753.6658  1222.1006
     40710   757.5212   1089.539
     40810   732.0922  1027.5169
     40910   771.2344  1071.0769
     41010   766.0957  1089.3796
     41110   742.1767  1024.6926
     41210   756.9889  1066.1433
     41310    760.118   1164.342
     41410   733.1045  1036.2167
     41510   764.3661  1057.2272
     41610   764.8392  1033.8523
     41710   801.3586  1022.5233
     41810   768.3411  1029.6769
     41910   760.9636  1043.9375
     42010   774.6406  1032.5321
     42110   771.4788  1104.8275
     42210   774.1154  1052.9632
     42310   754.7665  1083.0623
     42410   727.0364  1046.3591
     42510   753.2511  1118.4319
     42610   724.3165  1067.1185
     42710    711.598  1110.1839
     42810   700.5082   1003.558
     42910   709.1243   988.5301
     43010   711.3007  1056.4313
     43110   719.9766   992.0802
     43210   715.7739   988.9857
     43310   729.8113   936.5741
     43410   683.8271   854.5278
     43510   698.7907   910.9546
     43610   594.4202   650.2294
     43710   714.7878   864.1842
     43810   737.8222   851.3264
     43910   605.2593   900.3075
     44010   734.0789   830.4833
     44110   711.2552   835.4911
     44210   702.6748   827.1779
     44310   697.4887   801.4298
     44410   712.1953    800.932
     44510     707.73   791.2163
     44610   712.6283   753.8646
     44710   696.0311   746.4095
     44810   702.8717   775.2939
     44910    719.838   759.3728
     45010   714.4398    762.321
     45110   702.3457   755.0345
     45210    702.131   735.4889
     45310   714.8178   728.7098
     45410   706.9019   721.4311
     45510   717.9653   734.6907
     45610   713.6118   714.3528
     45710   721.0775   738.3386
     45810   726.7632   719.5969
     45910   730.9042   735.2421
     46010   736.5881   714.3036
     46110   729.7859   694.6491
     46210   732.3104   694.8081
     46310   721.1588   737.3766
     46410   734.8258   735.7538
     46510   756.2276     736.26
     46610   744.1914   714.3729
     46710   738.4201   721.8529
     46810   745.9994    718.985
     46910   747.9557   720.8517
     47010   727.3226   717.6013
     47110   745.7649   750.3907
     47210   737.0656   724.2616
     47310   706.7458   737.6204
     47410   734.5015   728.1106
     47510   721.9796   732.9751
     47610   751.3322   723.4727
     47710   752.0896   722.1958
     47810   759.9414   749.1636
     47910    724.549   766.3103
     48010   722.5133   758.1907
     48110   731.5973   731.3471
     48210   744.3628   772.8558
     48310   739.8326   767.4361
     48410   753.6999   755.1229
     48510   745.7033   748.5931
     48610   761.2459   755.5903
     48710   757.3745   777.8459
     48810   739.1655   774.5937
     48910   736.9839   811.5715
     49010   700.0036   832.6565
     49110   733.9055   820.0341
     49210   750.4782   792.9095
     49310   744.2743   794.6179
     49410   742.9206   815.5299
     49510   744.5886    784.496
     49610   744.7723   761.0395
     49710    737.514   790.7036
     49810   741.3509   777.4517
     49910   755.5521   770.5251
     50010   743.2986   749.6099
     50110   753.1053   779.4655
     50210   757.4692   769.7747
     50310   765.8286   764.4472
     50410   758.0284   751.2436
     50510   758.4721   755.0084
     50610    747.081   753.6128
     50710   759.8652   749.1184
     50810   743.7247   754.1057
     50910   746.1173   760.0933
     51010   748.6497   770.6594
     51110   744.7391   764.2931
     51210   823.7113   791.9269
     51310   771.1461   759.3079
     51410   792.7798   757.3454
     51510   788.3166   764.7932
     51610   814.4136   760.3219




